# t[s]	Prec [mm]
235875600	0.0620
235879200	0.1224
235882800	0.1361
235886400	0.1427
235890000	0.1438
235893600	0.1455
235897200	0.1713
235900800	0.2146
235904400	0.2349
235908000	0.2574
235911600	0.2986
235915200	0.3145
235918800	0.3233
235922400	0.3343
235926000	0.3519
235929600	0.3557
235933200	0.4238
235936800	0.4243
235940400	0.4243
235944000	0.4243
235947600	0.4243
235951200	0.4243
235954800	0.4243
235958400	0.0000
235962000	0.0000
235965600	0.0000
235969200	0.0000
235972800	0.0000
235976400	0.0000
235980000	0.0000
235983600	0.0000
235987200	0.0000
235990800	0.0000
235994400	0.0000
235998000	0.0000
236001600	0.0000
236005200	0.0000
236008800	0.0000
236012400	0.0000
236016000	0.0000
236019600	0.0000
236023200	0.0000
236026800	0.0000
236030400	0.0000
236034000	0.0000
236037600	0.0000
236041200	0.0000
236044800	0.0000
236048400	0.0000
236052000	0.0000
236055600	0.0000
236059200	0.0000
236062800	0.0000
236066400	0.0000
236070000	0.0000
236073600	0.0000
236077200	0.0000
236080800	0.0000
236084400	0.0000
236088000	0.0000
236091600	0.0000
236095200	0.0000
236098800	0.0000
236102400	0.0000
236106000	0.0000
236109600	0.0000
236113200	0.0000
236116800	0.0000
236120400	0.0000
236124000	0.0000
236127600	0.0000
236131200	0.0004
236134800	0.0000
236138400	0.0000
236142000	0.0001
236145600	0.0002
236149200	0.0002
236152800	0.0004
236156400	0.0011
236160000	0.0021
236163600	0.0029
236167200	0.0040
236170800	0.0052
236174400	0.0062
236178000	0.0067
236181600	0.0070
236185200	0.0071
236188800	0.0071
236192400	0.0071
236196000	0.0071
236199600	0.0071
236203200	0.0071
236206800	0.0071
236210400	0.0071
236214000	0.0071
236217600	0.0439
236221200	0.0000
236224800	0.0000
236228400	0.0000
236232000	0.0000
236235600	0.0026
236239200	0.0162
236242800	0.0162
236246400	0.0163
236250000	0.0163
236253600	0.0164
236257200	0.0349
236260800	0.0515
236264400	0.0771
236268000	0.0947
236271600	0.1250
236275200	0.1722
236278800	0.1981
236282400	0.2158
236286000	0.2199
236289600	0.2205
236293200	0.2208
236296800	0.2208
236300400	0.2208
236304000	2.3624
236307600	0.0000
236311200	0.0000
236314800	0.0000
236318400	0.0000
236322000	0.0007
236325600	0.0218
236329200	0.0429
236332800	0.0560
236336400	0.1025
236340000	0.1882
236343600	0.2878
236347200	0.3655
236350800	0.4135
236354400	0.4622
236358000	0.4912
236361600	0.5370
236365200	0.5414
236368800	0.6533
236372400	0.6547
236376000	0.6547
236379600	0.6547
236383200	0.6547
236386800	0.6547
236390400	0.0000
236394000	0.0000
236397600	0.0000
236401200	0.0000
236404800	0.0000
236408400	0.0000
236412000	0.0000
236415600	0.0000
236419200	0.0000
236422800	0.0000
236426400	0.0000
236430000	0.0000
236433600	0.0000
236437200	0.0000
236440800	0.0000
236444400	0.0000
236448000	0.0000
236451600	0.0000
236455200	0.0000
236458800	0.0000
236462400	0.0000
236466000	0.0000
236469600	0.0000
236473200	0.0000
236476800	0.0022
236480400	0.0000
236484000	0.0000
236487600	0.0000
236491200	0.0000
236494800	0.0000
236498400	0.0000
236502000	0.0000
236505600	0.0000
236509200	0.0001
236512800	0.0005
236516400	0.0055
236520000	0.0281
236523600	0.0325
236527200	0.0331
236530800	0.0331
236534400	0.0331
236538000	0.0331
236541600	0.0331
236545200	0.0331
236548800	0.0331
236552400	0.0331
236556000	0.0331
236559600	0.0331
236563200	0.3067
236566800	0.0000
236570400	0.0000
236574000	0.0000
236577600	0.0005
236581200	0.0006
236584800	0.0006
236588400	0.0026
236592000	0.0033
236595600	0.0044
236599200	0.0052
236602800	0.0055
236606400	0.0056
236610000	0.0056
236613600	0.0057
236617200	0.0058
236620800	0.0059
236624400	0.0060
236628000	0.0060
236631600	0.0060
236635200	0.0060
236638800	0.0060
236642400	0.0060
236646000	0.0060
236649600	0.0291
236653200	0.0027
236656800	0.0044
236660400	0.0311
236664000	0.0773
236667600	0.2036
236671200	0.2707
236674800	0.3764
236678400	0.4394
236682000	0.4726
236685600	0.5917
236689200	0.6239
236692800	0.6335
236696400	0.6376
236700000	0.6444
236703600	0.6471
236707200	0.6687
236710800	0.6687
236714400	0.6687
236718000	0.6687
236721600	0.6694
236725200	0.6711
236728800	0.6745
236732400	0.7245
236736000	0.2354
236739600	0.0409
236743200	0.0729
236746800	0.0946
236750400	0.0953
236754000	0.1042
236757600	0.1095
236761200	0.1106
236764800	0.1151
236768400	0.1787
236772000	0.1959
236775600	0.2027
236779200	0.2058
236782800	0.2098
236786400	0.2138
236790000	0.2182
236793600	0.2184
236797200	0.2384
236800800	0.2395
236804400	0.2395
236808000	0.2399
236811600	0.2402
236815200	0.2402
236818800	0.2402
236822400	0.0065
236826000	0.0014
236829600	0.0014
236833200	0.0014
236836800	0.0014
236840400	0.0014
236844000	0.0014
236847600	0.0014
236851200	0.0016
236854800	0.0019
236858400	0.0023
236862000	0.0027
236865600	0.0033
236869200	0.0038
236872800	0.0048
236876400	0.0093
236880000	0.0161
236883600	0.0196
236887200	0.0197
236890800	0.0197
236894400	0.0197
236898000	0.0197
236901600	0.0197
236905200	0.0197
236908800	0.0000
236912400	0.0000
236916000	0.0000
236919600	0.0000
236923200	0.0000
236926800	0.0000
236930400	0.0000
236934000	0.0000
236937600	0.0000
236941200	0.0000
236944800	0.0000
236948400	0.0000
236952000	0.0000
236955600	0.0000
236959200	0.0000
236962800	0.0000
236966400	0.0000
236970000	0.0000
236973600	0.0000
236977200	0.0000
236980800	0.0000
236984400	0.0000
236988000	0.0000
236991600	0.0000
236995200	0.0404
236998800	0.0000
237002400	0.0002
237006000	0.0052
237009600	0.0093
237013200	0.0093
237016800	0.0095
237020400	0.0095
237024000	0.0097
237027600	0.0104
237031200	0.0111
237034800	0.0117
237038400	0.0123
237042000	0.0129
237045600	0.0134
237049200	0.0140
237052800	0.0147
237056400	0.0147
237060000	0.0147
237063600	0.0151
237067200	0.0151
237070800	0.0151
237074400	0.0158
237078000	0.0162
237081600	0.0744
237085200	0.0000
237088800	0.0000
237092400	0.0000
237096000	0.0000
237099600	0.0000
237103200	0.0000
237106800	0.0000
237110400	0.0000
237114000	0.0002
237117600	0.0004
237121200	0.0006
237124800	0.0010
237128400	0.0014
237132000	0.0362
237135600	0.0612
237139200	0.0641
237142800	0.0648
237146400	0.0648
237150000	0.0662
237153600	0.0662
237157200	0.0662
237160800	0.0662
237164400	0.0662
237168000	0.0047
237171600	0.0000
237175200	0.0000
237178800	0.0000
237182400	0.0000
237186000	0.0000
237189600	0.0000
237193200	0.0001
237196800	0.0002
237200400	0.0003
237204000	0.0005
237207600	0.0007
237211200	0.0029
237214800	0.0072
237218400	0.0083
237222000	0.0083
237225600	0.0083
237229200	0.0083
237232800	0.0084
237236400	0.0084
237240000	0.0084
237243600	0.0084
237247200	0.0084
237250800	0.0084
237254400	0.4004
237258000	0.0000
237261600	0.0000
237265200	0.0000
237268800	0.0000
237272400	0.0000
237276000	0.0000
237279600	0.0000
237283200	0.0001
237286800	0.0012
237290400	0.0059
237294000	0.0770
237297600	0.2134
237301200	0.2489
237304800	0.2586
237308400	0.2776
237312000	0.2836
237315600	0.3616
237319200	0.3783
237322800	0.3785
237326400	0.3786
237330000	0.3787
237333600	0.3787
237337200	0.3787
237340800	0.3569
237344400	0.0000
237348000	0.0000
237351600	0.0000
237355200	0.0000
237358800	0.0000
237362400	0.0000
237366000	0.0001
237369600	0.0046
237373200	0.0096
237376800	0.0115
237380400	0.0123
237384000	0.0129
237387600	0.0130
237391200	0.0132
237394800	0.0287
237398400	0.0658
237402000	0.1392
237405600	0.2359
237409200	0.3372
237412800	0.4029
237416400	0.4358
237420000	0.4558
237423600	0.4646
237427200	0.0556
237430800	0.0003
237434400	0.0006
237438000	0.0006
237441600	0.0006
237445200	0.0006
237448800	0.0007
237452400	0.0009
237456000	0.0012
237459600	0.0020
237463200	0.0035
237466800	0.0057
237470400	0.0188
237474000	0.0274
237477600	0.0278
237481200	0.0279
237484800	0.0279
237488400	0.0280
237492000	0.0281
237495600	0.0281
237499200	0.0281
237502800	0.0281
237506400	0.0287
237510000	0.0288
237513600	0.0108
237517200	0.0000
237520800	0.0000
237524400	0.0000
237528000	0.0000
237531600	0.0001
237535200	0.0001
237538800	0.0002
237542400	0.0005
237546000	0.0007
237549600	0.0014
237553200	0.0020
237556800	0.0026
237560400	0.0056
237564000	0.0071
237567600	0.0076
237571200	0.0076
237574800	0.0076
237578400	0.0076
237582000	0.0077
237585600	0.0077
237589200	0.0077
237592800	0.0077
237596400	0.0077
237600000	0.4957
237603600	0.0000
237607200	0.0003
237610800	0.0013
237614400	0.0023
237618000	0.0029
237621600	0.0049
237625200	0.0072
237628800	0.0091
237632400	0.0173
237636000	0.0300
237639600	0.0444
237643200	0.0565
237646800	0.0630
237650400	0.0660
237654000	0.0696
237657600	0.0722
237661200	0.0758
237664800	0.0758
237668400	0.0797
237672000	0.0865
237675600	0.1084
237679200	0.1505
237682800	0.1806
237686400	0.1819
237690000	0.0013
237693600	0.0016
237697200	0.0019
237700800	0.0025
237704400	0.0028
237708000	0.0031
237711600	0.0088
237715200	0.0182
237718800	0.0285
237722400	0.0394
237726000	0.0507
237729600	0.0632
237733200	0.0748
237736800	0.0851
237740400	0.0958
237744000	0.1061
237747600	0.1177
237751200	0.1186
237754800	0.1186
237758400	0.1186
237762000	0.1186
237765600	0.1190
237769200	0.1230
237772800	0.0000
237776400	0.0000
237780000	0.0000
237783600	0.0000
237787200	0.0000
237790800	0.0000
237794400	0.0000
237798000	0.0000
237801600	0.0000
237805200	0.0000
237808800	0.0000
237812400	0.0000
237816000	0.0000
237819600	0.0000
237823200	0.0000
237826800	0.0000
237830400	0.0000
237834000	0.0000
237837600	0.0000
237841200	0.0000
237844800	0.0000
237848400	0.0000
237852000	0.0000
237855600	0.0000
237859200	0.0000
237862800	0.0000
237866400	0.0000
237870000	0.0000
237873600	0.0000
237877200	0.0000
237880800	0.0000
237884400	0.0000
237888000	0.0000
237891600	0.0000
237895200	0.0000
237898800	0.0000
237902400	0.0000
237906000	0.0000
237909600	0.0000
237913200	0.0000
237916800	0.0000
237920400	0.0000
237924000	0.0000
237927600	0.0000
237931200	0.0000
237934800	0.0000
237938400	0.0000
237942000	0.0000
237945600	0.0000
237949200	0.0000
237952800	0.0000
237956400	0.0000
237960000	0.0000
237963600	0.0000
237967200	0.0000
237970800	0.0000
237974400	0.0000
237978000	0.0000
237981600	0.0000
237985200	0.0000
237988800	0.0015
237992400	0.0075
237996000	0.0442
237999600	0.8236
238003200	1.5784
238006800	1.7071
238010400	1.7498
238014000	3.1560
238017600	3.7265
238021200	4.2095
238024800	4.6557
238028400	5.1402
238032000	0.0166
238035600	0.0006
238039200	0.0009
238042800	0.0009
238046400	0.0009
238050000	0.0009
238053600	0.0009
238057200	0.0011
238060800	0.0011
238064400	0.0012
238068000	0.0013
238071600	0.0015
238075200	0.0047
238078800	0.0057
238082400	0.0059
238086000	0.0060
238089600	0.0060
238093200	0.0061
238096800	0.0061
238100400	0.0063
238104000	0.0063
238107600	0.0063
238111200	0.0064
238114800	0.0064
238118400	0.0000
238122000	0.0000
238125600	0.0000
238129200	0.0000
238132800	0.0000
238136400	0.0000
238140000	0.0000
238143600	0.0000
238147200	0.0000
238150800	0.0000
238154400	0.0000
238158000	0.0000
238161600	0.0000
238165200	0.0000
238168800	0.0000
238172400	0.0000
238176000	0.0000
238179600	0.0000
238183200	0.0000
238186800	0.0000
238190400	0.0000
238194000	0.0000
238197600	0.0000
238201200	0.0000
238204800	0.0000
238208400	0.0000
238212000	0.0000
238215600	0.0000
238219200	0.0000
238222800	0.0000
238226400	0.0000
238230000	0.0000
238233600	0.0000
238237200	0.0000
238240800	0.0000
238244400	0.0000
238248000	0.0000
238251600	0.0000
238255200	0.0000
238258800	0.0000
238262400	0.0000
238266000	0.0000
238269600	0.0000
238273200	0.0000
238276800	0.0000
238280400	0.0000
238284000	0.0000
238287600	0.0000
238291200	0.0000
238294800	0.0000
238298400	0.0000
238302000	0.0000
238305600	0.0000
238309200	0.0000
238312800	0.0000
238316400	0.0000
238320000	0.0000
238323600	0.0000
238327200	0.0000
238330800	0.0000
238334400	0.0000
238338000	0.0000
238341600	0.0000
238345200	0.0000
238348800	0.0000
238352400	0.0000
238356000	0.0000
238359600	0.0000
238363200	0.0000
238366800	0.0000
238370400	0.0000
238374000	0.0000
238377600	0.0000
238381200	0.0000
238384800	0.0000
238388400	0.0000
238392000	0.0000
238395600	0.0000
238399200	0.0000
238402800	0.0000
238406400	0.0000
238410000	0.0000
238413600	0.0000
238417200	0.0000
238420800	0.0000
238424400	0.0000
238428000	0.0000
238431600	0.0000
238435200	0.0000
238438800	0.0000
238442400	0.0000
238446000	0.0000
238449600	0.0000
238453200	0.0000
238456800	0.0000
238460400	0.0000
238464000	0.0918
238467600	0.0000
238471200	0.0000
238474800	0.0000
238478400	0.0000
238482000	0.0000
238485600	0.0000
238489200	0.0000
238492800	0.0000
238496400	0.0000
238500000	0.0050
238503600	0.0085
238507200	0.0085
238510800	0.0085
238514400	0.0085
238518000	0.0092
238521600	0.0185
238525200	0.0221
238528800	0.1394
238532400	0.2170
238536000	0.3230
238539600	0.4539
238543200	0.5585
238546800	0.6275
238550400	0.1188
238554000	0.0008
238557600	0.0013
238561200	0.0021
238564800	0.0101
238568400	0.0177
238572000	0.0234
238575600	0.0275
238579200	0.0371
238582800	0.0444
238586400	0.0497
238590000	0.0527
238593600	0.0531
238597200	0.0532
238600800	0.0536
238604400	0.0563
238608000	0.0593
238611600	0.0593
238615200	0.0593
238618800	0.0640
238622400	0.0641
238626000	0.0641
238629600	0.0641
238633200	0.0641
238636800	0.7619
238640400	0.0000
238644000	0.0000
238647600	0.0000
238651200	0.0000
238654800	0.0000
238658400	0.0425
238662000	0.0882
238665600	0.2109
238669200	0.2566
238672800	0.2912
238676400	0.3038
238680000	0.3038
238683600	0.3038
238687200	0.3038
238690800	0.3038
238694400	0.3038
238698000	0.3038
238701600	0.3101
238705200	0.3101
238708800	0.3101
238712400	0.3384
238716000	0.8249
238719600	1.7284
238723200	0.0000
238726800	0.0000
238730400	0.0000
238734000	0.0000
238737600	0.0000
238741200	0.0000
238744800	0.0000
238748400	0.0000
238752000	0.0000
238755600	0.0000
238759200	0.0000
238762800	0.0000
238766400	0.0000
238770000	0.0000
238773600	0.0000
238777200	0.0000
238780800	0.0000
238784400	0.0000
238788000	0.0000
238791600	0.0000
238795200	0.0000
238798800	0.0000
238802400	0.0000
238806000	0.0000
238809600	0.0000
238813200	0.0000
238816800	0.0000
238820400	0.0000
238824000	0.0000
238827600	0.0000
238831200	0.0000
238834800	0.0000
238838400	0.0000
238842000	0.0000
238845600	0.0000
238849200	0.0000
238852800	0.0000
238856400	0.0000
238860000	0.0000
238863600	0.0000
238867200	0.0000
238870800	0.0000
238874400	0.0000
238878000	0.0000
238881600	0.0000
238885200	0.0000
238888800	0.0000
238892400	0.0000
238896000	0.0272
238899600	0.0000
238903200	0.0000
238906800	0.0001
238910400	0.0064
238914000	0.0135
238917600	0.0145
238921200	0.0204
238924800	0.0324
238928400	0.0352
238932000	0.0366
238935600	0.0367
238939200	0.0368
238942800	0.0747
238946400	0.0852
238950000	0.0859
238953600	0.0861
238957200	0.0864
238960800	0.0870
238964400	0.0870
238968000	0.0870
238971600	0.0870
238975200	0.0870
238978800	0.0870
238982400	0.6928
238986000	0.0000
238989600	0.0000
238993200	0.0000
238996800	0.0000
239000400	0.0000
239004000	0.0000
239007600	0.0014
239011200	0.0065
239014800	0.0212
239018400	0.0400
239022000	0.0458
239025600	0.0509
239029200	0.0564
239032800	0.0605
239036400	0.0689
239040000	0.0774
239043600	0.1187
239047200	0.2517
239050800	0.2584
239054400	0.2607
239058000	0.2609
239061600	0.2636
239065200	0.2642
239068800	0.1010
239072400	0.0000
239076000	0.0010
239079600	0.0012
239083200	0.0012
239086800	0.0013
239090400	0.0035
239094000	0.0186
239097600	0.0241
239101200	0.0260
239104800	0.0308
239108400	0.0373
239112000	0.0375
239115600	0.0375
239119200	0.0376
239122800	0.0379
239126400	0.0379
239130000	0.0379
239133600	0.0379
239137200	0.0379
239140800	0.0379
239144400	0.0379
239148000	0.0379
239151600	0.0379
239155200	0.0000
239158800	0.0000
239162400	0.0000
239166000	0.0000
239169600	0.0000
239173200	0.0000
239176800	0.0000
239180400	0.0000
239184000	0.0000
239187600	0.0000
239191200	0.0000
239194800	0.0000
239198400	0.0000
239202000	0.0000
239205600	0.0000
239209200	0.0000
239212800	0.0000
239216400	0.0000
239220000	0.0000
239223600	0.0000
239227200	0.0000
239230800	0.0000
239234400	0.0000
239238000	0.0000
239241600	0.0000
239245200	0.0000
239248800	0.0000
239252400	0.0000
239256000	0.0000
239259600	0.0000
239263200	0.0000
239266800	0.0000
239270400	0.0000
239274000	0.0000
239277600	0.0000
239281200	0.0000
239284800	0.0000
239288400	0.0000
239292000	0.0000
239295600	0.0000
239299200	0.0000
239302800	0.0000
239306400	0.0000
239310000	0.0000
239313600	0.0000
239317200	0.0000
239320800	0.0000
239324400	0.0000
239328000	0.0000
239331600	0.0000
239335200	0.0000
239338800	0.0000
239342400	0.0000
239346000	0.0000
239349600	0.0000
239353200	0.0000
239356800	0.0000
239360400	0.0000
239364000	0.0000
239367600	0.0000
239371200	0.0000
239374800	0.0000
239378400	0.0000
239382000	0.0000
239385600	0.0000
239389200	0.0000
239392800	0.0351
239396400	0.0351
239400000	0.0351
239403600	0.3507
239407200	0.9468
239410800	1.2974
239414400	0.0000
239418000	0.0000
239421600	0.0000
239425200	0.0000
239428800	0.0000
239432400	0.0000
239436000	0.0000
239439600	0.0000
239443200	0.0000
239446800	0.0000
239450400	0.0000
239454000	0.0000
239457600	0.0000
239461200	0.0000
239464800	0.0000
239468400	0.0000
239472000	0.0000
239475600	0.0000
239479200	0.0000
239482800	0.0000
239486400	0.0000
239490000	0.0000
239493600	0.0000
239497200	0.0000
239500800	0.0000
239504400	0.0000
239508000	0.0000
239511600	0.0000
239515200	0.0000
239518800	0.0000
239522400	0.0000
239526000	0.0000
239529600	0.0000
239533200	0.0000
239536800	0.0000
239540400	0.0000
239544000	0.0000
239547600	0.0000
239551200	0.0000
239554800	0.0000
239558400	0.0000
239562000	0.0000
239565600	0.0000
239569200	0.0000
239572800	0.0000
239576400	0.0000
239580000	0.0000
239583600	0.0000
239587200	0.4451
239590800	0.0000
239594400	0.0002
239598000	0.0002
239601600	0.0004
239605200	0.0004
239608800	0.0006
239612400	0.0035
239616000	0.0102
239619600	0.0120
239623200	0.0140
239626800	0.0171
239630400	0.0195
239634000	0.0199
239637600	0.0203
239641200	0.0219
239644800	0.0372
239648400	0.0772
239652000	0.0941
239655600	0.1093
239659200	0.1211
239662800	0.1249
239666400	0.1255
239670000	0.1255
239673600	0.0000
239677200	0.0000
239680800	0.0000
239684400	0.0000
239688000	0.0000
239691600	0.0000
239695200	0.0000
239698800	0.0000
239702400	0.0000
239706000	0.0000
239709600	0.0000
239713200	0.0000
239716800	0.0000
239720400	0.0000
239724000	0.0000
239727600	0.0000
239731200	0.0000
239734800	0.0000
239738400	0.0000
239742000	0.0000
239745600	0.0000
239749200	0.0000
239752800	0.0000
239756400	0.0000
239760000	0.0000
239763600	0.0000
239767200	0.0000
239770800	0.0000
239774400	0.0000
239778000	0.0000
239781600	0.0000
239785200	0.0000
239788800	0.0000
239792400	0.0000
239796000	0.0000
239799600	0.0000
239803200	0.0000
239806800	0.0000
239810400	0.0000
239814000	0.0000
239817600	0.0000
239821200	0.0000
239824800	0.0000
239828400	0.0000
239832000	0.0000
239835600	0.0000
239839200	0.0000
239842800	0.0000
239846400	0.0000
239850000	0.0000
239853600	0.0000
239857200	0.0000
239860800	0.0000
239864400	0.0000
239868000	0.0000
239871600	0.0000
239875200	0.0000
239878800	0.0000
239882400	0.0003
239886000	0.0119
239889600	0.0244
239893200	0.0356
239896800	0.0409
239900400	0.0419
239904000	0.0419
239907600	0.0419
239911200	0.0428
239914800	0.0428
239918400	0.0447
239922000	0.0565
239925600	0.0743
239929200	0.1003
239932800	0.0565
239936400	0.0110
239940000	0.0245
239943600	0.0427
239947200	0.0574
239950800	0.0608
239954400	0.0628
239958000	0.0695
239961600	0.0753
239965200	0.0793
239968800	0.0803
239972400	0.0805
239976000	0.0817
239979600	0.0820
239983200	0.0820
239986800	0.0820
239990400	0.0829
239994000	0.0975
239997600	0.1430
240001200	0.2223
240004800	0.3155
240008400	0.3634
240012000	0.3729
240015600	0.3745
240019200	0.1784
240022800	0.0001
240026400	0.0003
240030000	0.0074
240033600	0.0200
240037200	0.0213
240040800	0.0214
240044400	0.0215
240048000	0.0218
240051600	0.0224
240055200	0.0259
240058800	0.0267
240062400	0.0272
240066000	0.0273
240069600	0.0273
240073200	0.0273
240076800	0.0280
240080400	0.0339
240084000	0.0786
240087600	0.0968
240091200	0.1328
240094800	0.1709
240098400	0.1898
240102000	0.1927
240105600	0.0000
240109200	0.0000
240112800	0.0000
240116400	0.0000
240120000	0.0000
240123600	0.0000
240127200	0.0000
240130800	0.0000
240134400	0.0000
240138000	0.0000
240141600	0.0000
240145200	0.0000
240148800	0.0000
240152400	0.0000
240156000	0.0000
240159600	0.0000
240163200	0.0000
240166800	0.0000
240170400	0.0000
240174000	0.0000
240177600	0.0000
240181200	0.0000
240184800	0.0000
240188400	0.0000
240192000	0.0033
240195600	0.0084
240199200	0.0084
240202800	0.0084
240206400	0.0084
240210000	0.0084
240213600	0.0084
240217200	0.0084
240220800	0.0089
240224400	0.0424
240228000	0.0435
240231600	0.0435
240235200	0.0502
240238800	0.0507
240242400	0.0530
240246000	0.0580
240249600	0.0602
240253200	0.0602
240256800	0.0602
240260400	0.0608
240264000	0.0608
240267600	0.0613
240271200	0.0613
240274800	0.0630
240278400	0.4067
240282000	0.0067
240285600	0.0067
240289200	0.0067
240292800	0.0067
240296400	0.0067
240300000	0.0067
240303600	0.0202
240307200	0.0202
240310800	0.0202
240314400	0.0202
240318000	0.0202
240321600	0.0202
240325200	0.0202
240328800	0.0202
240332400	0.0202
240336000	0.0202
240339600	0.0202
240343200	0.0202
240346800	0.0202
240350400	0.0202
240354000	0.0202
240357600	0.0202
240361200	0.0303
240364800	0.0020
240368400	0.0009
240372000	0.0125
240375600	0.0195
240379200	0.0328
240382800	0.0345
240386400	0.0424
240390000	0.1113
240393600	0.1770
240397200	0.2321
240400800	0.2694
240404400	0.2723
240408000	0.2725
240411600	0.2725
240415200	0.2729
240418800	0.2765
240422400	0.2890
240426000	0.3297
240429600	0.3732
240433200	0.3806
240436800	0.3815
240440400	0.3815
240444000	0.3816
240447600	0.3816
240451200	0.6183
240454800	0.0593
240458400	0.0739
240462000	0.0978
240465600	0.1232
240469200	0.1344
240472800	0.1552
240476400	0.1719
240480000	0.1821
240483600	0.1925
240487200	0.2219
240490800	0.2330
240494400	0.2453
240498000	0.2537
240501600	0.2629
240505200	0.2655
240508800	0.2696
240512400	0.2791
240516000	0.2886
240519600	0.3016
240523200	0.3370
240526800	0.4255
240530400	0.5527
240534000	0.6549
240537600	0.1451
240541200	0.0081
240544800	0.0161
240548400	0.0439
240552000	0.0663
240555600	0.0916
240559200	0.1196
240562800	0.1260
240566400	0.1310
240570000	0.1333
240573600	0.1362
240577200	0.1572
240580800	0.1678
240584400	0.1773
240588000	0.1860
240591600	0.1934
240595200	0.1952
240598800	0.1960
240602400	0.1967
240606000	0.2007
240609600	0.2020
240613200	0.2030
240616800	0.2035
240620400	0.2039
240624000	0.0000
240627600	0.0000
240631200	0.0000
240634800	0.0000
240638400	0.0000
240642000	0.0000
240645600	0.0000
240649200	0.0000
240652800	0.0000
240656400	0.0000
240660000	0.0000
240663600	0.0000
240667200	0.0000
240670800	0.0000
240674400	0.0000
240678000	0.0000
240681600	0.0000
240685200	0.0000
240688800	0.0000
240692400	0.0000
240696000	0.0000
240699600	0.0000
240703200	0.0000
240706800	0.0000
240710400	0.0000
240714000	0.0002
240717600	0.0004
240721200	0.0004
240724800	0.0005
240728400	0.0007
240732000	0.0043
240735600	0.0732
240739200	0.1857
240742800	0.3157
240746400	0.4277
240750000	0.5243
240753600	0.6161
240757200	0.7086
240760800	0.8126
240764400	0.9537
240768000	1.1297
240771600	1.2988
240775200	1.4725
240778800	1.6209
240782400	1.7222
240786000	1.7944
240789600	1.8465
240793200	1.8910
240796800	0.2409
240800400	0.0044
240804000	0.0074
240807600	0.0092
240811200	0.0107
240814800	0.0116
240818400	0.0129
240822000	0.0139
240825600	0.0149
240829200	0.0155
240832800	0.0162
240836400	0.0176
240840000	0.0195
240843600	0.0223
240847200	0.0247
240850800	0.0265
240854400	0.0279
240858000	0.0287
240861600	0.0291
240865200	0.0292
240868800	0.0292
240872400	0.0292
240876000	0.0292
240879600	0.0292
240883200	0.1137
240886800	0.0000
240890400	0.0000
240894000	0.0015
240897600	0.0075
240901200	0.0208
240904800	0.0417
240908400	0.0889
240912000	0.1597
240915600	0.2682
240919200	0.3340
240922800	0.3429
240926400	0.3443
240930000	0.3518
240933600	0.3523
240937200	0.3525
240940800	0.3525
240944400	0.3525
240948000	0.3525
240951600	0.3525
240955200	0.3525
240958800	0.3525
240962400	0.3525
240966000	0.3526
240969600	0.0000
240973200	0.0000
240976800	0.0000
240980400	0.0000
240984000	0.0000
240987600	0.0000
240991200	0.0000
240994800	0.0000
240998400	0.0000
241002000	0.0000
241005600	0.0000
241009200	0.0000
241012800	0.0000
241016400	0.0000
241020000	0.0000
241023600	0.0000
241027200	0.0000
241030800	0.0000
241034400	0.0000
241038000	0.0000
241041600	0.0000
241045200	0.0000
241048800	0.0000
241052400	0.0000
241056000	0.0000
241059600	0.0000
241063200	0.0000
241066800	0.0000
241070400	0.0000
241074000	0.0000
241077600	0.0000
241081200	0.0000
241084800	0.0000
241088400	0.0000
241092000	0.0000
241095600	0.0000
241099200	0.0000
241102800	0.0000
241106400	0.0000
241110000	0.0000
241113600	0.0000
241117200	0.0000
241120800	0.0000
241124400	0.0000
241128000	0.0000
241131600	0.0000
241135200	0.0000
241138800	0.0000
241142400	0.0000
241146000	0.0000
241149600	0.0000
241153200	0.0000
241156800	0.0000
241160400	0.0000
241164000	0.0000
241167600	0.0000
241171200	0.0000
241174800	0.0000
241178400	0.0000
241182000	0.0000
241185600	0.0000
241189200	0.0000
241192800	0.0000
241196400	0.0000
241200000	0.0000
241203600	0.0000
241207200	0.0000
241210800	0.0000
241214400	0.0000
241218000	0.0000
241221600	0.0000
241225200	0.0000
241228800	0.0291
241232400	0.0000
241236000	0.0000
241239600	0.0000
241243200	0.0000
241246800	0.0013
241250400	0.0013
241254000	0.0025
241257600	0.0051
241261200	0.0165
241264800	0.0848
241268400	0.1646
241272000	0.1899
241275600	0.2278
241279200	0.2646
241282800	0.2709
241286400	0.2759
241290000	0.2797
241293600	0.2848
241297200	0.2899
241300800	0.2962
241304400	0.3114
241308000	0.4316
241311600	0.9722
241315200	0.0655
241318800	0.0229
241322400	0.0389
241326000	0.0495
241329600	0.0594
241333200	0.0729
241336800	0.0857
241340400	0.1049
241344000	0.1141
241347600	0.1162
241351200	0.1170
241354800	0.1174
241358400	0.1177
241362000	0.1190
241365600	0.1193
241369200	0.1196
241372800	0.1199
241376400	0.1199
241380000	0.1200
241383600	0.1200
241387200	0.1200
241390800	0.1201
241394400	0.1201
241398000	0.1201
241401600	0.0000
241405200	0.0000
241408800	0.0000
241412400	0.0000
241416000	0.0000
241419600	0.0000
241423200	0.0000
241426800	0.0000
241430400	0.0000
241434000	0.0000
241437600	0.0000
241441200	0.0000
241444800	0.0000
241448400	0.0000
241452000	0.0000
241455600	0.0000
241459200	0.0000
241462800	0.0000
241466400	0.0000
